Area_sqft,Property_BHK,Furnished_Status,Bathroom,Society,Price_(lacks),Status,House_floor,Building_floor,Floor_Category
432,1,Semi-Furnished,1,Kishor Shubhankar Heights,42.0,Ready to Move,5,7,Mid
396,1,Unfurnished,1,Hari Om Apartment,35.0,Ready to Move,1,7,Low
527,1,Furnished,1,Shivtirth Apartment,45.0,Ready to Move,2,5,Mid
439,2,Unfurnished,2,Natraj Apartment,39.0,Ready to Move,1,5,Low
439,1,Semi-Furnished,1,Goyal Darshan Nagari,42.0,Ready to Move,1,3,Mid
432,1,Unfurnished,1,Goel Ganga Aashiyana Phase I,46.0,Ready to Move,7,11,Mid
540,2,Semi-Furnished,2,Tulshi Prem,52.0,Ready to Move,1,4,Mid
696,2,Unfurnished,2,Probo Pride Township,70.0,Ready to Move,4,16,Mid
696,2,Unfurnished,2,Shubh Spring Valley,47.0,Ready to Move,5,12,Mid
400,1,Semi-Furnished,1,Eiffel City Phase II,28.5,Ready to Move,9,12,Top
369,1,Unfurnished,1,Gagangiri Sankul,37.0,Ready to Move,3,4,Top
437,1,Unfurnished,1,Bhoomi Residency,38.0,Ready to Move,2,5,Mid
414,1,Semi-Furnished,1,Green Palms,29.0,Ready to Move,1,8,Low
432,1,Furnished,1,Gulmohar Paradise,55.0,Ready to Move,6,6,Top
613,2,Furnished,2,Vilas Javdekar Yashwin Hinjewadi,85.0,Ready to Move,1,7,Low
713,2,Unfurnished,2,Devyani Heights,63.0,Ready to Move,3,7,Mid
436,1,Unfurnished,1,Kiran Solitaire,36.0,Ready to Move,2,4,Mid
382,1,Unfurnished,1,Sai Simran Park,38.0,Ready to Move,3,4,Top
385,1,Semi-Furnished,1,Konark Gardens,58.0,Ready to Move,1,4,Mid
603,2,Unfurnished,2,Ramana Srushti,55.0,Ready to Move,2,4,Mid
420,1,Unfurnished,1,Ramana Srushti,30.0,Ready to Move,4,5,Top
458,1,Semi-Furnished,1,Aundh Riviera,55.0,Ready to Move,5,6,Top
518,1,Semi-Furnished,2,Aundh Riviera,49.0,Ready to Move,5,7,Mid
450,1,Unfurnished,1,prachi Apartments,38.0,Ready to Move,4,5,Top
288,1,Unfurnished,1,Ceratec Green,50.0,Ready to Move,3,12,Mid
598,2,Unfurnished,2,Ceratec Green,44.0,Ready to Move,7,11,Mid
504,1,Unfurnished,1,Manoja Residency,32.0,Ready to Move,1,5,Low
447,1,Unfurnished,1,Puraniks Aldea,46.0,Ready to Move,2,14,Low
466,1,Unfurnished,1,Lotus Nandanvan Phase 1,32.0,Ready to Move,4,6,Mid
414,1,Unfurnished,1,Lotus Nandanvan Phase 1,26.9,Ready to Move,4,7,Mid
385,1,Unfurnished,1,Ganga Vatika,25.0,Ready to Move,6,7,Top
389,1,Unfurnished,1,Ganga Vatika,18.0,Ready to Move,7,7,Top
464,1,Unfurnished,1,Lotus Nandanvan Phase 1,34.0,Ready to Move,2,7,Mid
439,1,Unfurnished,1,Fortune Empress,32.0,Ready to Move,12,13,Top
477,1,Semi-Furnished,1,Fortune Empress,28.5,Ready to Move,5,13,Mid
774,2,Unfurnished,2,Shivam Greencourt,40.0,Ready to Move,11,13,Top
734,2,Semi-Furnished,2,Bhargav Palace,60.0,Ready to Move,1,7,Low
452,1,Unfurnished,1,Bhargav Palace,36.0,Ready to Move,1,7,Low
441,1,Unfurnished,1,Kohinoor Begonia Phase III,19.8,Ready to Move,4,4,Top
677,2,Unfurnished,2,Nirmiti 25east,72.0,Ready to Move,5,12,Mid
410,1,Unfurnished,1,Nirmiti 25east,46.0,Ready to Move,9,15,Mid
477,1,Semi-Furnished,1,Swaraj Nagri,24.5,Ready to Move,2,3,Mid
936,3,Unfurnished,2,Swaraj Nagri,50.0,Ready to Move,1,4,Mid
457,1,Unfurnished,1,Kohinoor Iris Park,32.0,Ready to Move,4,6,Mid
655,2,Unfurnished,2,Kohinoor Iris Park,45.0,Ready to Move,5,8,Mid
490,1,Semi-Furnished,1,Gagan Renaissance,34.0,Ready to Move,5,11,Mid
594,2,Unfurnished,2,Bluebells Aura,86.0,Ready to Move,8,11,Mid
720,2,Semi-Furnished,2,Vishal Memories,80.0,Ready to Move,6,6,Top
584,2,Unfurnished,2,Nyati Evara II,61.5,Ready to Move,2,12,Low
900,3,Furnished,3,Sanskruti Homes,60.0,Ready to Move,4,4,Top
564,1,Unfurnished,1,Sadguru Galaxy,30.0,Ready to Move,1,7,Low
396,1,Furnished,1,Ajmera Housing Complex,32.0,Ready to Move,1,3,Mid
468,2,Semi-Furnished,2,High Mount Phase 2,60.0,Ready to Move,3,7,Mid
605,2,Semi-Furnished,2,High Mount Phase 2,63.0,Ready to Move,1,7,Low
475,2,Unfurnished,2,High Mount Phase 2,55.0,Ready to Move,3,7,Mid
619,2,Semi-Furnished,2,High Mount Phase 2,67.0,Ready to Move,1,7,Low
670,2,Furnished,2,Kasba Peth Aloknagri Society Carpet Area 670 sqft Status Ready to Move Floor 5 out of 5 Transaction Resale Furnishing Furnished Society Aloknagri Society,75.0,Ready to Move,5,5,Top
864,2,Semi-Furnished,2,Rachana Belvedere,140.0,Ready to Move,3,8,Mid
403,2,Unfurnished,2,Mount Brisa,43.0,Ready to Move,4,13,Mid
864,2,Furnished,2,Ganga Chambers,70.0,Ready to Move,2,5,Mid
720,2,Semi-Furnished,1,Kabir Krupa Apartment,65.0,Ready to Move,2,6,Mid
576,2,Unfurnished,2,Kesar Tree Town,45.0,Ready to Move,11,12,Top
374,1,Unfurnished,1,Tara Aangan,25.0,Ready to Move,3,6,Mid
432,1,Unfurnished,2,Shubharambh Residency,32.0,Ready to Move,2,4,Mid
612,2,Semi-Furnished,2,Springdale,62.0,Ready to Move,3,5,Mid
418,1,Semi-Furnished,1,Shree Swami Samarth Sai Hills,21.0,Ready to Move,4,8,Mid
432,1,Furnished,1,Venkatesh Bilva,36.0,Ready to Move,8,8,Top
774,2,Semi-Furnished,2,Shree Venkatesh Kshitij,80.0,Ready to Move,4,7,Mid
612,2,Unfurnished,2,Shree Venkatesh Shrushti,45.0,Ready to Move,7,11,Mid
376,1,Unfurnished,1,Vardhman Dhruv,41.0,Ready to Move,7,8,Top
439,1,Unfurnished,1,Shyama Wisteria,25.0,Ready to Move,4,12,Mid
461,1,Semi-Furnished,1,SMP Sai Samarth,31.0,Ready to Move,5,11,Mid
396,1,Furnished,1,Sai Sadan,47.0,Ready to Move,6,7,Top
360,1,Unfurnished,1,Sai Angan,23.0,Ready to Move,3,5,Mid
425,1,Furnished,1,Sai Angan,25.0,Ready to Move,3,6,Mid
360,1,Unfurnished,1,Sai Angan,50.0,Ready to Move,5,6,Top
414,1,Unfurnished,1,Mantri Market,33.0,Ready to Move,7,7,Top
396,1,Semi-Furnished,1,Mantri Market,45.0,Ready to Move,7,8,Top
396,1,Semi-Furnished,1,Poonam Garden,50.0,Ready to Move,2,6,Mid
620,2,Semi-Furnished,2,Suvidha Angan,55.0,Ready to Move,3,4,Top
432,1,Unfurnished,1,Vardhmanpura,54.0,Ready to Move,11,11,Top
680,2,Semi-Furnished,2,Suyog Pearl,60.0,Ready to Move,9,11,Top
691,2,Semi-Furnished,2,Suyog Pearl,57.8,Ready to Move,11,11,Top
792,2,Furnished,2,Suyog Enclave,112.0,Ready to Move,1,6,Low
615,2,Unfurnished,2,Taneshqu Icon,56.0,Ready to Move,2,5,Mid
756,2,Semi-Furnished,2,TATA La Montana Phase 2,75.0,Ready to Move,11,12,Top
612,2,Furnished,2,Shivaji Arcade,35.0,Ready to Move,3,4,Top
252,1,Semi-Furnished,1,Nandan Acura,36.0,Ready to Move,3,6,Mid
771,2,Unfurnished,2,Mont Vert Belair,80.0,Ready to Move,9,12,Top
706,2,Semi-Furnished,2,Arihant Society,81.0,Ready to Move,7,8,Top
1008,3,Furnished,3,Carpet Area 1008 sqft Status Ready to Move Floor 3 out of 6 Transaction Resale Furnishing Furnished Society Bhawani Housinng Society,101.0,Ready to Move,3,6,Mid
360,1,Unfurnished,1,Carpet Area 360 sqft Status Ready to Move Floor 2 out of 8 Transaction Resale Furnishing Unfurnished Society Bhawani Housinng Society,32.0,Ready to Move,2,8,Mid
432,1,Unfurnished,1,Carpet Area 432 sqft Status Ready to Move Floor 3 out of 4 Transaction Resale Furnishing Unfurnished Society Bhawani Housinng Society,25.0,Ready to Move,3,4,Top
432,1,Unfurnished,1,Swapnapurti,28.0,Ready to Move,5,5,Top
447,1,Unfurnished,1,Swapnapurti,30.0,Ready to Move,9,10,Top
648,1,Unfurnished,1,Golden Trellis,64.0,Ready to Move,8,10,Top
817,2,Furnished,2,Navjeevan BlueBells,120.0,Ready to Move,3,8,Mid
468,1,Unfurnished,1,Trademark Life,21.0,Ready to Move,5,11,Mid
549,2,Furnished,1,Trademark Life,30.0,Ready to Move,7,11,Mid
641,2,Unfurnished,2,Trademark Life,36.0,Ready to Move,7,11,Mid
559,2,Unfurnished,2,Soham Apartment,32.0,Ready to Move,3,6,Mid
541,2,Unfurnished,1,Nilesh Park,44.0,Ready to Move,2,4,Mid
547,2,Unfurnished,1,Nilesh Park,50.0,Ready to Move,1,4,Mid
756,2,Unfurnished,2,Nilesh Plaza,61.5,Ready to Move,2,3,Mid
765,2,Unfurnished,2,Nilesh Samrudhi,50.0,Ready to Move,5,10,Mid
367,1,Unfurnished,1,Shivanand Complex,38.0,Ready to Move,4,5,Top
864,2,Unfurnished,2,Nirman Eternity,79.0,Ready to Move,5,7,Mid
713,2,Semi-Furnished,2,Omega Heritage,63.0,Ready to Move,1,17,Low
598,2,Semi-Furnished,2,Omega Residency,90.0,Ready to Move,5,7,Mid
1127,3,Furnished,3,Fortune Estates,40.0,Ready to Move,1,7,Low
857,3,Semi-Furnished,3,Parmar Residency,75.0,Ready to Move,2,4,Mid
684,2,Semi-Furnished,2,Ganga Garden,80.0,Ready to Move,3,8,Mid
972,3,Semi-Furnished,2,Goel Shiv Ganga,80.0,Ready to Move,3,4,Top
657,2,Semi-Furnished,2,Supreme Apartment,42.0,Ready to Move,3,4,Top
655,2,Furnished,2,Supreme Apartment,47.0,Ready to Move,1,4,Mid
396,1,Unfurnished,1,Sai Sparsh,26.0,Ready to Move,3,4,Top
553,2,Semi-Furnished,2,Suman Shilp,41.0,Ready to Move,6,7,Top
1116,3,Unfurnished,3,Konark Exotica,90.0,Ready to Move,2,7,Mid
457,1,Furnished,1,Gurukunj,40.0,Ready to Move,6,7,Top
764,2,Semi-Furnished,2,Pharande Woodsville Phase III,68.0,Ready to Move,2,12,Low
758,2,Semi-Furnished,2,Pooja Green Thumb,85.0,Ready to Move,2,6,Mid
659,2,Unfurnished,2,Prasun Dham,67.0,Ready to Move,3,6,Mid
1080,3,Furnished,2,Pride Green Fields,135.0,Ready to Move,2,9,Low
684,2,Semi-Furnished,2,Puranik Aldea Espanola,85.0,Ready to Move,8,15,Mid
708,2,Unfurnished,2,Puranik Aldea Espanola,80.0,Ready to Move,12,15,Top
760,2,Unfurnished,2,Swapna Ganga,42.0,Ready to Move,5,8,Mid
396,1,Unfurnished,2,Rainbow Apartment,48.8,Ready to Move,3,5,Mid
528,2,Semi-Furnished,2,Swapna Sagar,40.2,Ready to Move,3,4,Top
410,1,Furnished,1,Project Atul Nagar,50.0,Ready to Move,9,9,Top
619,2,Semi-Furnished,2,Pratik Nagar,37.0,Ready to Move,2,3,Mid
542,2,Semi-Furnished,2,Siddharth Nagar,67.5,Ready to Move,1,4,Mid
828,2,Furnished,2,New Ajantha Avenue,200.0,Ready to Move,8,10,Top
623,2,Unfurnished,2,Green Divine,55.0,Ready to Move,4,5,Top
594,2,Semi-Furnished,2,Sarita Sangam,65.0,Ready to Move,3,9,Mid
832,3,Semi-Furnished,3,Regency Meadows,77.0,Ready to Move,1,9,Low
752,2,Unfurnished,2,Rohan Madhuban,120.0,Ready to Move,4,16,Mid
1080,3,Unfurnished,3,Rohan Silver Gardenia,110.0,Ready to Move,3,13,Low
756,2,Semi-Furnished,1,Runal Dew Drops,62.0,Ready to Move,2,4,Mid
1728,4,Furnished,1,Runwal Spring Park,350.0,Ready to Move,2,5,Mid
713,2,Semi-Furnished,2,Agrawal Gardens,75.0,Ready to Move,6,7,Top
554,2,Unfurnished,2,Saarrthi Sinclair,50.0,Ready to Move,3,5,Mid
396,1,Semi-Furnished,1,Sai palace,25.0,Ready to Move,2,3,Mid
612,2,Furnished,2,Sai Prasad Apartments,50.0,Ready to Move,1,5,Low
428,1,Unfurnished,1,Samrat Towers,21.0,Ready to Move,3,5,Mid
864,2,Semi-Furnished,2,Mahavir Residency,140.0,Ready to Move,6,9,Mid
436,1,Unfurnished,2,Prachi Residency,50.0,Ready to Move,6,9,Mid
378,1,Unfurnished,1,Sancheti Pratik Nagar,26.0,Ready to Move,3,4,Top
461,1,Semi-Furnished,1,Kumar Premier,65.0,Ready to Move,6,6,Top
751,2,Furnished,2,Kumar Princeville,88.0,Ready to Move,12,12,Top
648,2,Semi-Furnished,2,Kumar Princeville,72.0,Ready to Move,2,13,Low
600,2,Semi-Furnished,2,Kumar Princeville,70.0,Ready to Move,4,13,Mid
1069,3,Semi-Furnished,3,Kumar Princeville,125.0,Ready to Move,11,13,Top
436,2,Unfurnished,2,Megapolis Smart Homes I,56.0,Ready to Move,7,20,Mid
611,2,Furnished,2,Kubera Vihar,60.0,Ready to Move,5,7,Mid
1044,3,Unfurnished,3,Regulus,130.0,Ready to Move,2,6,Mid
612,2,Semi-Furnished,2,Kunal House,58.0,Ready to Move,3,4,Top
361,1,Unfurnished,1,Kunal Residency,30.3,Ready to Move,4,4,Top
454,2,Semi-Furnished,1,Kundan Heritage,80.0,Ready to Move,1,9,Low
540,1,Unfurnished,1,Nanekarwadi 1,35.0,Ready to Move,3,6,Mid
454,1,Unfurnished,1,Laxmi Park,50.0,Ready to Move,1,5,Low
450,1,Unfurnished,1,Laxmi Park,35.0,Ready to Move,3,4,Top
756,2,Semi-Furnished,2,Laxmi Vridavan,80.0,Ready to Move,2,8,Mid
684,2,Semi-Furnished,2,Lotus Grace,58.0,Ready to Move,4,5,Top
504,1,Unfurnished,1,Lotus Grace,42.0,Ready to Move,2,5,Mid
634,2,Semi-Furnished,2,Lotus Vrindavan,45.0,Ready to Move,2,7,Mid
749,2,Unfurnished,2,MP Residency,60.0,Ready to Move,5,6,Top
576,2,Unfurnished,2,MP Residency,45.0,Ready to Move,1,7,Low
720,2,Unfurnished,2,Shri Ram Apartment,25.0,Ready to Move,2,4,Mid
477,1,Unfurnished,1,Mark Cosmos,24.0,Ready to Move,1,3,Mid
860,2,Unfurnished,2,Sky Heights,54.0,Ready to Move,9,12,Top
490,2,Semi-Furnished,2,Sky Heights,52.0,Ready to Move,1,12,Low
547,1,Semi-Furnished,1,Uday Glorious Park,45.0,Ready to Move,2,8,Mid
580,1,Unfurnished,1,Uday Glorious Park,45.0,Ready to Move,5,8,Mid
641,2,Semi-Furnished,2,Vastushodh Urbangram,42.0,Ready to Move,4,12,Mid
600,2,Unfurnished,2,Vishal Nagari,52.0,Ready to Move,4,7,Mid
612,2,Furnished,2,Vishal Arc Glory,52.0,Ready to Move,6,8,Top
475,1,Semi-Furnished,1,Diamond Vishal Paradise,43.0,Ready to Move,5,7,Mid
463,2,Unfurnished,2,Wisteriaa,75.0,Ready to Move,6,16,Mid
860,2,Semi-Furnished,2,Benchmark Sirocco Grande,95.0,Ready to Move,3,14,Top
852,2,Unfurnished,2,Sai Mystique,65.0,Ready to Move,9,9,Top
1029,2,Unfurnished,2,Vastushree Adrina,49.0,Ready to Move,11,11,Top
757,2,Semi-Furnished,2,Royal Glory,76.0,Ready to Move,1,10,Low
341,1,Semi-Furnished,1,Silver Winds,22.0,Ready to Move,3,4,Top
360,1,Furnished,1,Queenstown,68.0,Ready to Move,6,12,Mid
785,2,Unfurnished,1,Ganga Terrace Mundhawa,64.0,Ready to Move,2,3,Mid
468,1,Unfurnished,1,Alpine Aura,30.0,Ready to Move,8,8,Top
810,3,Unfurnished,3,Ashwini Palace,85.0,Ready to Move,6,8,Top
504,1,Furnished,1,Ashwini Palace,45.0,Ready to Move,3,9,Mid
1250,3,Unfurnished,3,Balewadi High Street,180.0,Ready to Move,3,7,Top
754,2,Unfurnished,2,Setpal Palazzo,75.0,Ready to Move,1,11,Low
1444,3,Unfurnished,3,Kumar Hill View Residency,233.0,Ready to Move,3,15,Low
325,1,Unfurnished,1,Aishwaryam Melody,32.0,Ready to Move,2,5,Mid
425,1,Unfurnished,2,Ganesh Prabha Apartment,21.0,Ready to Move,3,4,Top
688,2,Furnished,1,Prem Sagar Chinchwad,65.0,Ready to Move,2,7,Mid
688,2,Furnished,2,Prem Sagar Chinchwad,90.0,Ready to Move,5,6,Top
612,2,Unfurnished,2,Sollanna hsg society Thergaon Chinchwad,60.0,Ready to Move,7,12,Mid
504,2,Furnished,2,Sollanna hsg society Thergaon Chinchwad,62.0,Ready to Move,7,8,Top
396,3,Unfurnished,1,Star Bliss,24.0,Ready to Move,3,5,Mid
397,1,Unfurnished,1,Kondhwa Suswani Complex Society Carpet Area 397 sqft Status Ready to Move Floor 2 out of 5 Transaction Resale Furnishing Unfurnished Society Suswani Complex Society,27.0,Ready to Move,2,5,Mid
397,1,Semi-Furnished,1,Ganraj Swapnapurti phase 2,38.0,Ready to Move,4,7,Mid
288,1,Unfurnished,1,Swamini apartment,25.0,Ready to Move,1,5,Low
439,1,Semi-Furnished,1,Swami Sparsh,32.0,Ready to Move,3,7,Mid
407,1,Semi-Furnished,1,Swami Sparsh,25.0,Ready to Move,2,5,Mid
475,1,Semi-Furnished,1,Swami Sparsh,22.0,Ready to Move,5,5,Top
360,1,Semi-Furnished,1,swami samarth cooperating housing society,37.0,Ready to Move,4,5,Top
432,1,Unfurnished,1,shri Samarth Apartment Kasarwadi,30.0,Ready to Move,3,4,Top
513,1,Unfurnished,1,shri Nirmaladevi heights,35.0,Ready to Move,4,6,Mid
576,2,Semi-Furnished,2,Shri Krishna Vihar,57.0,Ready to Move,3,3,Top
526,2,Unfurnished,1,Camp Supriya Society Carpet Area 526 sqft Status Ready to Move Floor 2 out of 7 Transaction Resale Furnishing Unfurnished Society Supriya Society,55.0,Ready to Move,2,7,Mid
441,1,Unfurnished,1,Bhekrai Nagar Sunrise Society Carpet Area 441 sqft Status Ready to Move Floor 4 out of 6 Transaction Resale Furnishing Unfurnished Society Sunrise Society,28.0,Ready to Move,4,6,Mid
540,1,Semi-Furnished,1,Sunrise Society,32.0,Ready to Move,1,7,Low
402,1,Unfurnished,1,Hadapsar Sunrise Cooperative Housing Society Carpet Area 402 sqft Status Ready to Move Floor 3 out of 3 Transaction Resale Furnishing Unfurnished Society Sunrise Cooperative Housing Society,29.0,Ready to Move,3,3,Top
630,1,Semi-Furnished,1,Surabhi residency,57.0,Ready to Move,1,3,Mid
418,1,Furnished,1,Shree Morya Gosavi Raj Park,35.0,Ready to Move,4,4,Top
828,2,Semi-Furnished,2,Shree Morya Gosavi Raj Park,65.0,Ready to Move,4,6,Mid
670,2,Furnished,2,Shree Morya Gosavi Raj Park,65.0,Ready to Move,3,6,Mid
533,2,Unfurnished,2,SK Shree Ganesh Park,29.0,Ready to Move,3,7,Mid
389,1,Unfurnished,1,SK Shree Ganesh Park,20.0,Ready to Move,3,4,Top
468,1,Unfurnished,1,Shredha Advik,32.0,Ready to Move,3,3,Top
648,2,Unfurnished,2,Shraddha Heritage Morwadi,63.0,Ready to Move,1,3,Mid
331,1,Semi-Furnished,1,Vighanaharta Complex,17.0,Ready to Move,4,6,Mid
526,1,Unfurnished,1,Sai Dwarka,35.0,Ready to Move,8,10,Top
471,1,Unfurnished,1,Saarrthi Sovereign,45.0,Ready to Move,9,12,Top
568,1,Furnished,1,RS Royal Castle,55.0,Ready to Move,1,9,Low
576,2,Unfurnished,2,Ravi Park,65.0,Ready to Move,3,4,Top
612,2,Unfurnished,1,Radha Nagari Chs,50.0,Ready to Move,3,3,Top
730,2,Unfurnished,2,Neeti Heritage,50.0,Ready to Move,2,4,Mid
626,2,Furnished,2,The Mpire Township,52.0,Ready to Move,12,14,Top
665,2,Unfurnished,2,Meridian zuha,59.0,Ready to Move,2,6,Mid
648,2,Furnished,2,Madhuram Building,45.0,Ready to Move,2,4,Mid
720,2,Semi-Furnished,2,Madhuram Building,45.0,Ready to Move,2,4,Mid
720,2,Furnished,2,Lloyds Chamber,100.0,Ready to Move,2,6,Mid
400,1,Furnished,1,Laxmi green county,32.5,Ready to Move,1,7,Low
972,3,Unfurnished,3,Kumar Castle,121.0,Ready to Move,1,3,Mid
562,2,Semi-Furnished,1,Kudale Patil Heritage,50.0,Ready to Move,2,6,Mid
432,1,Semi-Furnished,1,Indraprastha society,44.0,Ready to Move,1,4,Mid
612,2,Furnished,2,Indra Park,58.0,Ready to Move,1,7,Low
839,2,Unfurnished,2,Kondhwa Hill Crest Society Carpet Area 839 sqft Status Ready to Move Floor 3 out of 5 Transaction Resale Furnishing Unfurnished Society Hill Crest Society,50.0,Ready to Move,3,5,Mid
468,1,Unfurnished,1,Rahatani Pimpri Chinchwad Govind Dham Society Rahatani Carpet Area 468 sqft Status Ready to Move Floor 4 out of 4 Transaction Resale Furnishing Unfurnished Society Govind Dham Society Rahatani,50.0,Ready to Move,4,4,Top
387,1,Unfurnished,1,Eco City,22.0,Ready to Move,5,7,Mid
432,2,Semi-Furnished,2,Capital City,35.0,Ready to Move,2,5,Mid
504,2,Unfurnished,2,Capital City,40.0,Ready to Move,3,8,Mid
612,2,Furnished,2,BODH ASHA APARTMENT,65.0,Ready to Move,2,3,Mid
454,1,Furnished,1,Bhargav Apartment,38.0,Ready to Move,4,4,Top
303,1,Unfurnished,1,Carpet Area 303 sqft Status Ready to Move Floor 6 out of 8 Transaction Resale Furnishing Unfurnished Society Bhagwan Gautam Buddha Society,10.0,Ready to Move,6,8,Top
335,1,Unfurnished,1,Carpet Area 335 sqft Status Ready to Move Floor 6 out of 7 Transaction Resale Furnishing Unfurnished Society Bhagwan Gautam Buddha Society,15.0,Ready to Move,6,7,Top
443,1,Unfurnished,1,Bhagirathi Heights,43.0,Ready to Move,5,5,Top
696,2,Unfurnished,2,Balaji Buildcon,51.0,Ready to Move,1,4,Mid
756,2,Semi-Furnished,2,Shah Prestige Gold,75.5,Ready to Move,8,14,Mid
756,2,Unfurnished,2,Shah Prestige Gold,77.5,Ready to Move,8,14,Mid
468,2,Unfurnished,1,Gurukrupa Park,30.0,Ready to Move,2,6,Mid
684,2,Semi-Furnished,2,Kalash Homes,38.5,Ready to Move,9,10,Top
662,2,Semi-Furnished,2,Kalash Homes,36.0,Ready to Move,4,10,Mid
684,2,Unfurnished,2,Kalash Homes,40.0,Ready to Move,1,10,Low
673,2,Unfurnished,2,Kalash Homes,37.0,Ready to Move,4,10,Mid
706,2,Unfurnished,2,Kalash Homes,37.0,Ready to Move,5,10,Mid
464,1,Furnished,1,Avenir society,35.0,Ready to Move,2,5,Mid
360,1,Unfurnished,2,Golden Shine City,36.0,Ready to Move,7,12,Mid
396,1,Unfurnished,1,Golden Shine City,30.0,Ready to Move,8,9,Top
546,2,Unfurnished,2,Sai Hira Classique,33.0,Ready to Move,2,6,Mid
756,2,Unfurnished,2,Prakash Royal Elegance,87.0,Ready to Move,10,12,Top
490,1,Unfurnished,1,Gagan Renaissance,35.0,Ready to Move,7,11,Mid
442,1,Furnished,1,Everest Plaza,59.0,Ready to Move,5,12,Mid
756,2,Unfurnished,2,Shakuntala Kanade Nagar,55.0,Ready to Move,6,12,Mid
438,1,Furnished,1,Sarthak Heights,25.0,Ready to Move,1,5,Low
1656,4,Furnished,1,Flower Valley,300.0,Ready to Move,1,11,Low
1044,3,Semi-Furnished,3,Silver Dale,130.0,Ready to Move,2,7,Mid
584,2,Unfurnished,2,Silver Nest,45.0,Ready to Move,3,5,Mid
468,2,Unfurnished,2,Akshara Platinum,62.0,Ready to Move,1,9,Low
360,1,Semi-Furnished,1,Yeole,45.0,Ready to Move,2,3,Mid
778,2,Furnished,2,Atria Grande,55.0,Ready to Move,3,6,Mid
763,2,Semi-Furnished,2,Atria Grande,67.0,Ready to Move,2,11,Low
504,1,Unfurnished,2,Shreeram Kalash,36.0,Ready to Move,4,4,Top
432,1,Unfurnished,1,SHANTAI GREEN,42.0,Ready to Move,6,12,Mid
482,1,Unfurnished,1,SHANTAI GREEN,40.0,Ready to Move,7,13,Mid
403,1,Unfurnished,2,DMK Stella Towers,30.0,Ready to Move,10,14,Mid
344,1,Semi-Furnished,2,DMK Stella Towers,35.0,Ready to Move,10,15,Mid
684,2,Unfurnished,2,Sunflower Apartment CHS,45.0,Ready to Move,9,10,Top
463,1,Furnished,1,Yogesh Gandharva Nagari Community Villa,32.0,Ready to Move,2,4,Mid
648,3,Unfurnished,2,XRBIA Eiffel City Phase I,34.0,Ready to Move,11,13,Top
459,1,Semi-Furnished,1,Sidhi Apartment,39.0,Ready to Move,4,5,Top
1314,3,Furnished,3,Brahmacorp F Residences Phase III,215.0,Ready to Move,3,7,Mid
720,2,Unfurnished,2,Shubhankar Apartment,65.0,Ready to Move,6,6,Top
684,2,Unfurnished,2,Sharvil Apartment,65.0,Ready to Move,2,11,Low
389,1,Unfurnished,1,Rajgardan Apartment,32.0,Ready to Move,3,5,Mid
492,2,Semi-Furnished,2,Audumbar Heights,58.0,Ready to Move,4,7,Mid
585,2,Unfurnished,2,Artharaj Hillock Towers Phase II,37.0,Ready to Move,7,12,Mid
451,2,Unfurnished,2,Artharaj Hillock Towers Phase II,25.5,Ready to Move,7,10,Mid
530,2,Unfurnished,2,Artharaj Hillock Towers Phase II,35.0,Ready to Move,10,12,Top
468,1,Unfurnished,1,SVB Future City,25.0,Ready to Move,3,11,Mid
936,3,Unfurnished,2,Gokhale Ira,85.0,Ready to Move,1,6,Low
446,1,Semi-Furnished,2,Vardhaman Dreams Phase II,50.0,Ready to Move,1,8,Low
720,2,Semi-Furnished,2,Mehta Apartments,96.0,Ready to Move,2,4,Mid
423,1,Semi-Furnished,1,Manjula Heights,21.0,Ready to Move,1,5,Low
752,2,Semi-Furnished,1,Sarita Nagari CHS,100.0,Ready to Move,1,8,Low
240,1,Semi-Furnished,1,Venkatesh Apartment Shivane,15.0,Ready to Move,5,6,Top
396,1,Unfurnished,1,Darpan Apartment,20.0,Ready to Move,3,4,Top
413,1,Semi-Furnished,1,Shriram Apartment Karve Nagar,50.0,Ready to Move,3,5,Mid
449,1,Unfurnished,1,Sai Residency Dhanori,29.0,Ready to Move,3,3,Top
415,1,Unfurnished,1,Sai Residency Wagholi,30.5,Ready to Move,1,5,Low
687,2,Unfurnished,2,Shanti Niketan Apartment Hadapsar,80.0,Ready to Move,1,6,Low
680,2,Furnished,2,Sai Park Ghorpadi,57.0,Ready to Move,1,4,Mid
403,1,Semi-Furnished,2,Anand Residency Thergaon,39.0,Ready to Move,2,5,Mid
540,2,Semi-Furnished,1,Ganesh Garden Apartment Vadgaon budruk,40.0,Ready to Move,2,5,Mid
583,2,Furnished,2,Vithu Mauli Complex,35.0,Ready to Move,1,5,Low
442,1,Unfurnished,1,Zohra Apartment,34.0,Ready to Move,3,4,Top
504,2,Semi-Furnished,2,Vishwajeet Apartment,70.0,Ready to Move,3,4,Top
576,2,Unfurnished,2,Zam Zam Residency,30.0,Ready to Move,2,6,Mid
936,3,Unfurnished,2,Temple Tower,50.0,Ready to Move,5,6,Top
432,1,Semi-Furnished,1,Sonigara Sankalp,52.0,Ready to Move,4,5,Top
490,1,Semi-Furnished,1,Sonigara Sankalp,40.0,Ready to Move,3,5,Mid
1008,3,Furnished,3,Sukhwani Citi,110.0,Ready to Move,2,5,Mid
324,1,Unfurnished,1,Shubham Sneha Apartment,25.0,Ready to Move,1,4,Mid
