Area,Property,Furnished Status,Bathroom,Society,Price,Floor,Status
756,2 BHK,Furnished,Bathroom 2,Shree Ram Classic,65 Lac,1 out of 4,Ready to Move
612,2 BHK,Semi-Furnished,Bathroom 2,Mithila Nagari,60 Lac,1 out of 4,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Mithila Nagari,65 Lac,Ground out of 7,Ready to Move
670,2 BHK,Unfurnished,Bathroom 2,Amber Classic,55 Lac,3 out of 11,Ready to Move
504,2 BHK,Furnished,Bathroom 1,Yashada Siddhi,55 Lac,2 out of 3,Ready to Move
634,2 BHK,Unfurnished,Bathroom 2,Sushrut Residency,54 Lac,4 out of 7,Ready to Move
792,2 BHK,Unfurnished,Bathroom 2,Sukhwani Campus,1.10 Cr,1 out of 7,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,Sukhwani Campus,85 Lac,1 out of 6,Ready to Move
490,1 BHK,Unfurnished,Bathroom 1,Siddhant Shivshrushti,28 Lac,1 out of 4,Ready to Move
418,1 BHK,Unfurnished,Bathroom 1,Shri Siddhi Sankalp Apartment,31 Lac,1 out of 6,Ready to Move
452,1 BHK,Semi-Furnished,Bathroom 1,Anjani Gaatha,30 Lac,6 out of 7,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Anjani Gaatha,32 Lac,7 out of 7,Ready to Move
338,1 BHK,Furnished,Bathroom 1,Anjani Gaatha,43 Lac,3 out of 5,Ready to Move
441,1 BHK,Unfurnished,Bathroom 1,Anjani Gaatha,27 Lac,5 out of 8,Ready to Move
715,2 BHK,Furnished,Bathroom 2,Gagan Lawish,51 Lac,1 out of 12,Ready to Move
855,2 BHK,Unfurnished,Bathroom 2,Gagan Lawish,60 Lac,3 out of 11,Ready to Move
706,2 BHK,Furnished,Bathroom 2,Sentosa Elysium,67 Lac,2 out of 7,Ready to Move
446,1 BHK,Unfurnished,Bathroom 1,Kushal Swarnali,25 Lac,4 out of 11,Ready to Move
360,1 BHK,Unfurnished,Bathroom 1,Kushal Swarnali,19 Lac,10 out of 12,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Kushal Swarnali,25 Lac,9 out of 11,Ready to Move
648,2 BHK,Semi-Furnished,Bathroom 2,Kushal Swarnali,35 Lac,10 out of 12,Ready to Move
403,1 BHK,Furnished,Bathroom 1,Kushal Swarnali,24 Lac,1 out of 9,Ready to Move
430,1 BHK,Semi-Furnished,Bathroom 1,Kushal Swarnali,23 Lac,9 out of 12,Ready to Move
357,1 BHK,Unfurnished,Bathroom 1,Kushal Swarnali,17 Lac,9 out of 12,Ready to Move
658,2 BHK,Unfurnished,Bathroom 2,Kushal Swarnali,31 Lac,10 out of 11,Ready to Move
664,2 BHK,Unfurnished,Bathroom 2,Sonigara Blue Dice,55 Lac,5 out of 11,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Sonigara Excluzee,43.5 Lac,3 out of 8,Ready to Move
576,2 BHK,Unfurnished,Bathroom 1,Sai Crest,62 Lac,1 out of 4,Ready to Move
668,2 BHK,Unfurnished,Bathroom 2,Veronica Park,55 Lac,7 out of 8,Ready to Move
625,2 BHK,Semi-Furnished,Bathroom 2,Essen Aishwaryam Courtyard Phase 2,54.7 Lac,2 out of 14,Ready to Move
652,2 BHK,Unfurnished,Bathroom 2,ACME Alcina,65 Lac,1 out of 4,Ready to Move
417,1 BHK,Semi-Furnished,Bathroom 1,MR Pride,31 Lac,1 out of 6,Ready to Move
552,2 BHK,Unfurnished,Bathroom 2,Ceratec Antara,40 Lac,1 out of 7,Ready to Move
310,1 BHK,Unfurnished,Bathroom 1,Aapla Ghar Talegaon Dhamdhere,16 Lac,2 out of 4,Ready to Move
469,1 BHK,Unfurnished,Bathroom 1,Ratna Heritage,36 Lac,7 out of 7,Ready to Move
647,2 BHK,Semi-Furnished,Bathroom 2,Prakruti Heights,55 Lac,3 out of 5,Ready to Move
540,2 BHK,Semi-Furnished,Bathroom 2,Prakruti Heights,42 Lac,4 out of 8,Ready to Move
396,1 BHK,Unfurnished,Bathroom 1,Pitaram Classic,30 Lac,1 out of 4,Ready to Move
468,1 BHK,Semi-Furnished,Bathroom 1,Pitaram Classic,30 Lac,4 out of 5,Ready to Move
407,1 BHK,Unfurnished,Bathroom 1,Omkar Garden,42 Lac,1 out of 4,Ready to Move
403,1 BHK,Semi-Furnished,Bathroom 1,Nirmitee Nest,24 Lac,5 out of 5,Ready to Move
893,2 BHK,Furnished,Bathroom 2,Ganesh Shrishti,95 Lac,1 out of 5,Ready to Move
634,2 BHK,Semi-Furnished,Bathroom 2,Abhijit Park,52 Lac,1 out of 5,Ready to Move
673,2 BHK,Unfurnished,Bathroom 2,Spine City,32 Lac,5 out of 11,Ready to Move
412,1 BHK,Unfurnished,Bathroom 1,Spine City,22 Lac,7 out of 8,Ready to Move
490,1 BHK,Semi-Furnished,Bathroom 1,Spine City,24 Lac,5 out of 7,Ready to Move
918,2 BHK,Furnished,Bathroom 3,Kumar Galaxy,1.80 Cr,5 out of 6,Ready to Move
864,3 BHK,Furnished,Bathroom 3,Madhav Apartment,2.25 Cr,1 out of 1,Ready to Move
667,2 BHK,Unfurnished,Bathroom 2,Galaxy Vineet,60 Lac,5 out of 12,Ready to Move
662,2 BHK,Unfurnished,Bathroom 2,Galaxy Vineet,70 Lac,10 out of 13,Ready to Move
439,1 BHK,Semi-Furnished,Bathroom 1,Galaxy Vineet,45 Lac,10 out of 12,Ready to Move
454,1 BHK,Unfurnished,Bathroom 1,Combines Splendour,56 Lac,6 out of 6,Ready to Move
752,2 BHK,Furnished,Bathroom 2,Guruprasad Castelsilano,80 Lac,1 out of 3,Ready to Move
1008,3 BHK,Furnished,Bathroom 3,Bhuvan Bloomingdales Apartments,1.50 Cr,2 out of 6,Ready to Move
712,2 BHK,Semi-Furnished,Bathroom 2,Ellora Elite,70 Lac,2 out of 4,Ready to Move
767,2 BHK,Unfurnished,Bathroom 2,Parvati Park,70 Lac,3 out of 4,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Omkar Park,40 Lac,1 out of 4,Ready to Move
731,2 BHK,Unfurnished,Bathroom 2,Sairam Park,51 Lac,3 out of 4,Ready to Move
403,1 BHK,Unfurnished,Bathroom 1,Amber Park,33 Lac,4 out of 4,Ready to Move
384,1 BHK,Unfurnished,Bathroom 1,Rohan Park,25 Lac,3 out of 4,Ready to Move
475,1 BHK,Unfurnished,Bathroom 1,Sneha Vihar,27 Lac,1 out of 7,Ready to Move
449,1 BHK,Semi-Furnished,Bathroom 1,Sneha Vihar,26.5 Lac,1 out of 7,Ready to Move
432,1 BHK,Furnished,Bathroom 1,Sneha Vihar,21 Lac,6 out of 8,Ready to Move
410,1 BHK,Unfurnished,Bathroom 1,Disney Park,30 Lac,2 out of 7,Ready to Move
1314,2 BHK,Unfurnished,Bathroom 2,Atharva Bliss,1.05 Cr,1 out of 8,Ready to Move
727,2 BHK,Semi-Furnished,Bathroom 2,Krishna Kunj,75 Lac,3 out of 5,Ready to Move
695,2 BHK,Unfurnished,Bathroom 2,Krishna Kunj,40 Lac,3 out of 6,Ready to Move
936,2 BHK,Furnished,Bathroom 2,Niyoshi Park,1 Cr,3 out of 3,Ready to Move
504,3 BHK,Semi-Furnished,Bathroom 2,Bhoir Estate,50 Lac,1 out of 4,Ready to Move
713,2 BHK,Unfurnished,Bathroom 2,Sai Complex,35 Lac,3 out of 4,Ready to Move
119,1 BHK,Unfurnished,Bathroom 1,Sai Complex,15 Lac,3 out of 6,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Gagan Garima,85 Lac,10 out of 12,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Sai Majestic,98 Lac,6 out of 7,Ready to Move
1080,3 BHK,Unfurnished,Bathroom 3,Sierra Vista,1.15 Cr,3 out of 7,Ready to Move
378,1 BHK,Unfurnished,Bathroom 1,Shiv Classic,26.5 Lac,6 out of 7,Ready to Move
378,1 BHK,Semi-Furnished,Bathroom 1,Shiv Classic,27 Lac,7 out of 7,Ready to Move
331,1 BHK,Unfurnished,Bathroom 1,Shiv Classic,33 Lac,5 out of 8,Ready to Move
468,1 BHK,Unfurnished,Bathroom 1,Laukik Ishaan,30 Lac,4 out of 5,Ready to Move
2059,3 BHK,Semi-Furnished,Bathroom 3,Swastik Ganga,6 Cr,9 out of 10,Ready to Move
1260,3 BHK,Furnished,Bathroom 4,Swastik Ganga,3 Cr,10 out of 14,Ready to Move
792,2 BHK,Unfurnished,Bathroom 2,Omkar Heights,75 Lac,2 out of 4,Ready to Move
435,1 BHK,Unfurnished,Bathroom 2,Omkar Heights,18 Lac,1 out of 5,Ready to Move
1764,4 BHK,Unfurnished,Bathroom 3,Sawant Vihar,1.50 Cr,1 out of 5,Ready to Move
649,2 BHK,Furnished,Bathroom 2,Tamarind Park,56 Lac,5 out of 12,Ready to Move
410,1 BHK,Unfurnished,Bathroom 1,Indrayani Heights,14 Lac,2 out of 4,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Prakash Florence,80 Lac,1 out of 7,Ready to Move
605,2 BHK,Unfurnished,Bathroom 1,Nakshatra,30 Lac,1 out of 8,Ready to Move
587,1 BHK,Unfurnished,Bathroom 1,Citron,40 Lac,8 out of 12,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Venkatesh Paradise,39 Lac,10 out of 11,Ready to Move
1140,3 BHK,Unfurnished,Bathroom 3,Sai Avenue,1.10 Cr,1 out of 4,Ready to Move
87,1 BHK,Unfurnished,Bathroom 1,VTP Urban Life,35 Lac,4 out of 12,Ready to Move
652,2 BHK,Furnished,Bathroom 2,Sarthak Beaulieu,42 Lac,8 out of 9,Ready to Move
539,1 BHK,Unfurnished,Bathroom 1,Shekhar Heights,30 Lac,1 out of 6,Ready to Move
377,1 BHK,Furnished,Bathroom 1,Maruti Enclave,40 Lac,1 out of 5,Ready to Move
864,2 BHK,Semi-Furnished,Bathroom 2,Swapna Sankul,75 Lac,1 out of 6,Ready to Move
713,2 BHK,Unfurnished,Bathroom 2,Swapna Sankul,59 Lac,6 out of 8,Ready to Move
471,1 BHK,Semi-Furnished,Bathroom 1,Sovereign,38 Lac,1 out of 11,Ready to Move
648,2 BHK,Semi-Furnished,Bathroom 2,Radhika Vihar,45 Lac,1 out of 12,Ready to Move
706,2 BHK,Semi-Furnished,Bathroom 2,Kolosus Green City,50 Lac,6 out of 12,Ready to Move
1070,3 BHK,Semi-Furnished,Bathroom 4,Tain Square,1.05 Cr,9 out of 11,Ready to Move
801,2 BHK,Unfurnished,Bathroom 2,Megapolis Splendour Smart Homes III,67 Lac,5 out of 14,Ready to Move
672,2 BHK,Semi-Furnished,Bathroom 2,ArcVista,52 Lac,8 out of 11,Ready to Move
491,1 BHK,Unfurnished,Bathroom 2,Shriram Paradise,30 Lac,3 out of 7,Ready to Move
972,3 BHK,Semi-Furnished,Bathroom 3,Candy Floors,65 Lac,7 out of 11,Ready to Move
698,2 BHK,Unfurnished,Bathroom 2,Shubhankar Durvaa,49 Lac,3 out of 12,Ready to Move
683,2 BHK,Unfurnished,Bathroom 2,Siddhi Nisarg,70 Lac,1 out of 9,Ready to Move
720,3 BHK,Furnished,Bathroom 2,Sonigara Pearl,49 Lac,4 out of 5,Ready to Move
508,1 BHK,Unfurnished,Bathroom 1,Sonigara Pearl,35 Lac,5 out of 5,Ready to Move
428,1 BHK,Unfurnished,Bathroom 1,Sukhwani Palms,35 Lac,1 out of 8,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Sukhwani Palms,32 Lac,8 out of 9,Ready to Move
454,1 BHK,Semi-Furnished,Bathroom 2,Sun Residency,43 Lac,7 out of 7,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,West Winds,75 Lac,2 out of 7,Ready to Move
828,2 BHK,Furnished,Bathroom 2,Suyash Nisarg,65 Lac,3 out of 11,Ready to Move
979,3 BHK,Unfurnished,Bathroom 3,Suyash Nisarg,70 Lac,5 out of 10,Ready to Move
421,1 BHK,Unfurnished,Bathroom 1,Suyog Nisarg,32 Lac,8 out of 11,Ready to Move
425,1 BHK,Semi-Furnished,Bathroom 1,Suyog Nisarg,32 Lac,3 out of 7,Ready to Move
342,1 BHK,Unfurnished,Bathroom 1,Suyog Nisarg,32 Lac,4 out of 10,Ready to Move
424,1 BHK,Unfurnished,Bathroom 1,Suyog Nisarg,39 Lac,11 out of 11,Ready to Move
428,1 BHK,Unfurnished,Bathroom 1,Suyog Nisarg,32 Lac,11 out of 11,Ready to Move
698,2 BHK,Unfurnished,Bathroom 2,Pristine Meadows,52 Lac,4 out of 5,Ready to Move
667,2 BHK,Semi-Furnished,Bathroom 2,Pristine East Winds,48 Lac,4 out of 4,Ready to Move
626,2 BHK,Unfurnished,Bathroom 2,Pristine East Winds,53 Lac,2 out of 4,Ready to Move
677,2 BHK,Semi-Furnished,Bathroom 2,Green Estate,38 Lac,9 out of 10,Ready to Move
468,2 BHK,Unfurnished,Bathroom 2,Saarrthi Swadesh,29 Lac,2 out of 8,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,Sanskar Heights,25 Lac,4 out of 11,Ready to Move
540,2 BHK,Semi-Furnished,Bathroom 2,Krishna,50 Lac,Ground out of 5,Ready to Move
950,3 BHK,Unfurnished,Bathroom 3,Celestino,1 Cr,2 out of 7,Ready to Move
576,2 BHK,Semi-Furnished,Bathroom 2,Kalpataru Sudha Kalash,48 Lac,4 out of 5,Ready to Move
720,2 BHK,Unfurnished,Bathroom 2,Ozone Westend,25 Lac,2 out of 3,Ready to Move
840,2 BHK,Unfurnished,Bathroom 2,Rawat Capstone,55 Lac,6 out of 9,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,NEA Pure Homes,65 Lac,2 out of 8,Ready to Move
511,2 BHK,Semi-Furnished,Bathroom 2,NEA Pure Homes,51 Lac,1 out of 6,Ready to Move
806,2 BHK,Semi-Furnished,Bathroom 2,Oxford Florida Estate,81 Lac,1 out of 7,Ready to Move
726,2 BHK,Semi-Furnished,Bathroom 2,Oxford Florida Estate,65 Lac,2 out of 6,Ready to Move
588,2 BHK,Semi-Furnished,Bathroom 2,Yashraj Avenue,48 Lac,4 out of 5,Ready to Move
864,2 BHK,Semi-Furnished,Bathroom 2,Disha Horizon,1.50 Cr,3 out of 4,Ready to Move
900,3 BHK,Semi-Furnished,Bathroom 3,Mayur Panorama,1 Cr,1 out of 7,Ready to Move
922,3 BHK,Semi-Furnished,Bathroom 3,Mayur Panorama,79 Lac,5 out of 7,Ready to Move
1188,3 BHK,Semi-Furnished,Bathroom 3,Kundan Estates,1 Cr,6 out of 7,Ready to Move
599,2 BHK,Semi-Furnished,Bathroom 2,Yashda Ambience,39 Lac,1 out of 4,Ready to Move
864,2 BHK,Unfurnished,Bathroom 2,Ashoka Summit,52 Lac,Ground out of 5,Ready to Move
950,2 BHK,Semi-Furnished,Bathroom 2,Ashoka Summit,75 Lac,1 out of 5,Ready to Move
900,2 BHK,Unfurnished,Bathroom 2,Ashoka Summit,45 Lac,3 out of 4,Ready to Move
612,2 BHK,Semi-Furnished,Bathroom 2,Akshay Chandan,55 Lac,4 out of 8,Ready to Move
619,2 BHK,Furnished,Bathroom 2,Bhagwati Nagar,65 Lac,6 out of 6,Ready to Move
360,2 BHK,Unfurnished,Bathroom 2,Dreams Nivara,25 Lac,Ground out of 4,Ready to Move
294,2 BHK,Unfurnished,Bathroom 2,Dreams Nivara,17 Lac,2 out of 3,Ready to Move
612,2 BHK,Unfurnished,Bathroom 2,Dreams Wisteria,55 Lac,8 out of 10,Ready to Move
459,2 BHK,Unfurnished,Bathroom 1,Balaji Nisarg,20 Lac,4 out of 17,Ready to Move
459,2 BHK,Semi-Furnished,Bathroom 1,Balaji Nisarg,22.6 Lac,1 out of 6,Ready to Move
360,1 BHK,Semi-Furnished,Bathroom 1,Balaji Nisarg,14 Lac,4 out of 5,Ready to Move
334,1 BHK,Unfurnished,Bathroom 1,Balaji Nisarg,15 Lac,3 out of 4,Ready to Move
778,2 BHK,Semi-Furnished,Bathroom 2,The Almonds,75 Lac,3 out of 7,Ready to Move
562,2 BHK,Furnished,Bathroom 2,Jaihind Residency,60 Lac,2 out of 8,Ready to Move
641,2 BHK,Semi-Furnished,Bathroom 2,Jaihind Residency,60 Lac,5 out of 8,Ready to Move
601,2 BHK,Unfurnished,Bathroom 2,Merlin Navyangan,32 Lac,11 out of 74,Ready to Move
403,1 BHK,Unfurnished,Bathroom 1,Aura City,16 Lac,4 out of 5,Ready to Move
387,1 BHK,Unfurnished,Bathroom 1,Aura City,19 Lac,3 out of 4,Ready to Move
864,2 BHK,Semi-Furnished,Bathroom 2,Regency Orion,1 Cr,10 out of 11,Ready to Move
446,1 BHK,Unfurnished,Bathroom 1,Pride Aashiyana Phase 2,39.5 Lac,3 out of 9,Ready to Move
409,1 BHK,Unfurnished,Bathroom 1,AV Vitthal Empire,29 Lac,2 out of 6,Ready to Move
958,2 BHK,Furnished,Bathroom 2,Montvert Avion,1.25 Cr,3 out of 19,Ready to Move
612,2 BHK,Unfurnished,Bathroom 2,Shree Siddhivinayak Park,32 Lac,4 out of 7,Ready to Move
469,1 BHK,Unfurnished,Bathroom 1,Anshul Kosmos,27.5 Lac,1 out of 12,Ready to Move
533,1 BHK,Unfurnished,Bathroom 1,Anshul Kosmos,32.5 Lac,4 out of 12,Ready to Move
506,1 BHK,Semi-Furnished,Bathroom 1,RK Life Space,47 Lac,2 out of 10,Ready to Move
698,2 BHK,Semi-Furnished,Bathroom 2,SunShree Society,60 Lac,4 out of 7,Ready to Move
494,1 BHK,Semi-Furnished,Bathroom 1,Utsav Homes Bhosari,43 Lac,1 out of 14,Ready to Move
864,2 BHK,Unfurnished,Bathroom 2,Utsav Homes Bhosari,90 Lac,6 out of 13,Ready to Move
360,1 BHK,Unfurnished,Bathroom 1,Aapla Ghar Shikrapur Township,16.5 Lac,3 out of 5,Ready to Move
486,1 BHK,Unfurnished,Bathroom 1,Pharande Woodsville,37 Lac,9 out of 12,Ready to Move
533,2 BHK,Semi-Furnished,Bathroom 2,Oxy Evolve,44 Lac,11 out of 12,Ready to Move
698,2 BHK,Unfurnished,Bathroom 2,Oxy Evolve,50 Lac,6 out of 10,Ready to Move
490,1 BHK,Semi-Furnished,Bathroom 1,Saad,32 Lac,1 out of 6,Ready to Move
252,1 BHK,Furnished,Bathroom 1,Playtor Rajgurunagar,12.5 Lac,2 out of 7,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,Dream Homes,50 Lac,4 out of 6,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Dream Homes,36 Lac,5 out of 8,Ready to Move
474,1 BHK,Unfurnished,Bathroom 1,Kamalraj Pasaydan,42 Lac,8 out of 11,Ready to Move
473,1 BHK,Unfurnished,Bathroom 1,Krishna Icon,25.5 Lac,6 out of 8,Ready to Move
423,1 BHK,Unfurnished,Bathroom 1,Krishna Icon,20 Lac,4 out of 8,Ready to Move
563,1 BHK,Unfurnished,Bathroom 2,Krishna Icon,25 Lac,5 out of 8,Ready to Move
469,1 BHK,Semi-Furnished,Bathroom 1,Krishna Icon,18 Lac,8 out of 8,Ready to Move
472,1 BHK,Furnished,Bathroom 2,Goodwill Valencia,45 Lac,5 out of 11,Ready to Move
1008,3 BHK,Semi-Furnished,Bathroom 2,Parijat,1.20 Cr,2 out of 7,Ready to Move
936,3 BHK,Furnished,Bathroom 3,Shreeram Lotus,1.15 Cr,4 out of 4,Ready to Move
446,1 BHK,Unfurnished,Bathroom 1,Shreeram Lotus,34.5 Lac,4 out of 5,Ready to Move
770,2 BHK,Semi-Furnished,Bathroom 2,Sonigara Laurel,80 Lac,10 out of 10,Ready to Move
406,1 BHK,Unfurnished,Bathroom 1,Pratham Yash Residency,36 Lac,8 out of 9,Ready to Move
631,2 BHK,Unfurnished,Bathroom 2,Honeydew,33 Lac,6 out of 12,Ready to Move
773,2 BHK,Semi-Furnished,Bathroom 2,I Build Florista County,55 Lac,1 out of 13,Ready to Move
756,2 BHK,Unfurnished,Bathroom 1,I Build Florista County,53 Lac,4 out of 14,Ready to Move
756,2 BHK,Unfurnished,Bathroom 2,I Build Florista County,51 Lac,4 out of 13,Ready to Move
684,2 BHK,Semi-Furnished,Bathroom 2,I Build Florista County,48 Lac,7 out of 13,Ready to Move
648,1 BHK,Unfurnished,Bathroom 1,Konark Orchids,40 Lac,5 out of 7,Ready to Move
673,2 BHK,Unfurnished,Bathroom 2,Ganesh Nisarg,65 Lac,2 out of 13,Ready to Move
864,2 BHK,Furnished,Bathroom 2,Satyam Prima,80 Lac,5 out of 12,Ready to Move
483,1 BHK,Semi-Furnished,Bathroom 2,Alliance Nisarg Phase 2,47 Lac,3 out of 5,Ready to Move
338,1 BHK,Unfurnished,Bathroom 1,Aldea Anexo,53 Lac,3 out of 11,Ready to Move
407,1 BHK,Unfurnished,Bathroom 1,Vrindavan,20 Lac,3 out of 7,Ready to Move
755,2 BHK,Semi-Furnished,Bathroom 2,Mangal Dhara,76 Lac,10 out of 10,Ready to Move
803,2 BHK,Unfurnished,Bathroom 2,Ela The Earth,98 Lac,8 out of 12,Ready to Move
486,1 BHK,Unfurnished,Bathroom 1,Eastern Royale,30 Lac,3 out of 9,Ready to Move
747,2 BHK,Unfurnished,Bathroom 2,Tulip Purple,65 Lac,9 out of 10,Ready to Move
756,2 BHK,Furnished,Bathroom 2,Tulip Purple,63 Lac,9 out of 11,Ready to Move
720,2 BHK,Semi-Furnished,Bathroom 2,Tulip Purple,61 Lac,8 out of 10,Ready to Move
396,1 BHK,Unfurnished,Bathroom 2,Galaxy Aangan,21.5 Lac,4 out of 7,Ready to Move
644,2 BHK,Unfurnished,Bathroom 2,Shiv Sparsh City,65 Lac,2 out of 5,Ready to Move
631,2 BHK,Unfurnished,Bathroom 2,Kesar Gandh,42 Lac,3 out of 6,Ready to Move
360,1 BHK,Unfurnished,Bathroom 1,Sai Residency,20 Lac,3 out of 6,Ready to Move
655,2 BHK,Semi-Furnished,Bathroom 2,Kate Estate,38 Lac,10 out of 11,Ready to Move
835,3 BHK,Semi-Furnished,Bathroom 2,ARV Imperia,55 Lac,4 out of 15,Ready to Move
480,1 BHK,Unfurnished,Bathroom 1,Maple Aapla Ghar,30 Lac,3 out of 4,Ready to Move
475,1 BHK,Unfurnished,Bathroom 1,Vishal Viviana,51 Lac,9 out of 11,Ready to Move
356,1 BHK,,Bathroom 1,Ashapuri The Sacred Basil,25 Lac,3 out of 5,Ready to Move
456,1 BHK,Semi-Furnished,Bathroom 1,Ashapuri The Sacred Basil,27 Lac,2 out of 4,Ready to Move
410,1 BHK,Unfurnished,Bathroom 1,Sai Samarth,24 Lac,1 out of 4,Ready to Move
1152,2 BHK,Unfurnished,Bathroom 2,Green Park,60 Lac,Ground out of 12,Ready to Move
505,2 BHK,Unfurnished,Bathroom 2,Vighnaharta Heights,40 Lac,2 out of 6,Ready to Move
389,1 BHK,Semi-Furnished,Bathroom 1,Rohan Heights,44 Lac,Ground out of 4,Ready to Move
457,1 BHK,Unfurnished,Bathroom 1,Arunaren Residency,52 Lac,5 out of 7,Ready to Move
396,1 BHK,Semi-Furnished,Bathroom 2,Sai Pearl,66 Lac,1 out of 12,Ready to Move
337,1 BHK,Semi-Furnished,Bathroom 1,Mayuri Optimum,30 Lac,6 out of 10,Ready to Move
207,1 BHK,Unfurnished,Bathroom 1,Xrbia Chakan,17 Lac,5 out of 12,Ready to Move
288,1 BHK,Unfurnished,Bathroom 1,Xrbia Chakan,18.5 Lac,1 out of 12,Ready to Move
432,1 BHK,Unfurnished,Bathroom 1,A and A Nisarg Residency,29.5 Lac,3 out of 4,Ready to Move
487,1 BHK,Unfurnished,Bathroom 1,A and A Nisarg Residency,35 Lac,2 out of 4,Ready to Move
576,2 BHK,Unfurnished,Bathroom 2,Eco Valley Plus,28 Lac,2 out of 6,Ready to Move
547,2 BHK,Semi-Furnished,Bathroom 2,Eco Valley Plus,32 Lac,3 out of 4,Ready to Move
403,1 BHK,Unfurnished,Bathroom 1,Eco Valley Plus,18 Lac,3 out of 7,Ready to Move
729,2 BHK,Unfurnished,Bathroom 2,Micasaa Green Lifestyle,53 Lac,8 out of 12,Ready to Move
673,2 BHK,Unfurnished,Bathroom 2,Castle Royale,65 Lac,1 out of 4,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Kedareshwar Residency,35 Lac,1 out of 5,Ready to Move
510,1 BHK,Unfurnished,Bathroom 1,Pristine Palms,18.5 Lac,3 out of 7,Ready to Move
469,1 BHK,Unfurnished,Bathroom 1,Pristine Palms,23.5 Lac,2 out of 7,Ready to Move
510,1 BHK,Unfurnished,Bathroom 1,Pristine Palms,22 Lac,7 out of 7,Ready to Move
490,1 BHK,Unfurnished,Bathroom 1,Pristine Palms,24 Lac,2 out of 7,Ready to Move
482,1 BHK,Semi-Furnished,Bathroom 1,Rutu Sparsha,40 Lac,1 out of 8,Ready to Move
659,2 BHK,Semi-Furnished,Bathroom 2,Sukhwani Panorama,70 Lac,7 out of 12,Ready to Move
652,2 BHK,Unfurnished,Bathroom 2,Sukhwani Panorama,75 Lac,7 out of 13,Ready to Move
440,1 BHK,Furnished,Bathroom 1,Spine City,30 Lac,6 out of 8,Ready to Move
495,1 BHK,Unfurnished,Bathroom 1,SP Enterprises Mayur Heights,30 Lac,4 out of 6,Ready to Move
395,1 BHK,Unfurnished,Bathroom 1,Samruddhi Palace,18 Lac,2 out of 7,Ready to Move
832,2 BHK,Furnished,Bathroom 2,Paramount Garden,80 Lac,6 out of 7,Ready to Move
360,1 BHK,Unfurnished,Bathroom 1,Kanchan Plaza,40 Lac,1 out of 5,Ready to Move
504,1 BHK,Unfurnished,Bathroom 1,Kalpak Homes Katraj,40 Lac,4 out of 6,Ready to Move
630,2 BHK,Semi-Furnished,Bathroom 2,Kalpak Homes Katraj,65 Lac,1 out of 6,Ready to Move
468,1 BHK,Semi-Furnished,Bathroom 1,Chandrakala Heights,30 Lac,3 out of 4,Ready to Move
378,1 BHK,Unfurnished,Bathroom 1,Vision City,18 Lac,1 out of 4,Ready to Move
1094,4 BHK,Semi-Furnished,Bathroom 4,Vision City,50 Lac,1 out of 7,Ready to Move
1062,3 BHK,Furnished,Bathroom 3,Pride Purple Square,1.25 Cr,7 out of 7,Ready to Move
648,2 BHK,Unfurnished,Bathroom 2,Green Heights,48 Lac,8 out of 11,Ready to Move
613,2 BHK,Semi-Furnished,Bathroom 2,Chintamani Vandan,38 Lac,2 out of 5,Ready to Move
562,2 BHK,Semi-Furnished,Bathroom 2,Solace Park,60 Lac,3 out of 7,Ready to Move
1163,3 BHK,Furnished,Bathroom 3,EVA BAWDHAN,1.70 Cr,11 out of 11,Ready to Move
708,2 BHK,Semi-Furnished,Bathroom 2,Sahyadri Shruberry,53 Lac,1 out of 10,Ready to Move
554,1 BHK,Unfurnished,Bathroom 1,Prithvi Sai Velocity,47 Lac,7 out of 14,Ready to Move
560,2 BHK,Unfurnished,Bathroom 2,Kapil Dreams,34.5 Lac,2 out of 4,Ready to Move
626,2 BHK,Unfurnished,Bathroom 2,Kalpvruksha,68 Lac,11 out of 12,Ready to Move
459,1 BHK,Unfurnished,Bathroom 1,Mayuri Anand,34 Lac,4 out of 6,Ready to Move
720,2 BHK,Unfurnished,Bathroom 2,Acme ACME Selene,38 Lac,10 out of 11,Ready to Move
684,2 BHK,Unfurnished,Bathroom 2,Wel Home Galaxy,45 Lac,3 out of 4,Ready to Move
540,2 BHK,Unfurnished,Bathroom 2,Aishwarya Greens,42 Lac,8 out of 9,Ready to Move
432,1 BHK,Semi-Furnished,Bathroom 1,Kishor Shubhankar Heights,42 Lac,5 out of 7,Ready to Move
